部屋主,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント,取得日
ぬこ部屋,73,青春のアーカイブ・AI版(パート分け有),ブルーアーカイブ The Animation OP,アビドス高等学校対策委員会,ぬこ,,2026/1/24
ヒロ部屋,73,JUNGLE FIRE feat. MOTSU(2パート分け)【Ver.2.0】,MFゴースト OP,芹澤優,みなぴー,やっぱりみなぴーがmotsuを歌う。,2026/1/24
MiO部屋,73,明日へのbrilliant road【_MV版】,宇宙のステルヴィア OP 1,angela,まゆ,,2026/1/24
ぬこ部屋,72,いらないもの【パート分け】,るろうに剣心 -明治剣客浪漫譚- 京都動乱 OP,キタニタツヤ×なとり,ラキア,,2026/1/24
naoo部屋,72,あまのじゃく,幼馴染とはラブコメにならない ED,小玉ひかり,naoo,,2026/1/24
ヒロ部屋,72,True Peak【第2期Ver2】,異修羅 OP2,前島麻由,アイス,よろしくお願いします。,2026/1/24
MiO部屋,72,Carnival Babel【2ch off-on】(G)(D) -TAKADA BAND -BLUE SEED,-,,MiO,,2026/1/24
ぬこ部屋,71,ユリイカ,終末トレインどこへいく? ED,ロクデナシ,アイス,,2026/1/24
naoo部屋,71,PRIDE,機動戦士ガンダムSEED DESTINY OP 2,HIGH and MIGHTY COLOR,ラキア,各所でseedのせとりを見かけたので,2026/1/24
ヒロ部屋,71,【かくりよの宿飯】涙のレシピ×ひと匙の光 ※2期3話ED(on-off) ／津場木葵(CV.東山奈央)大旦那(CV.小西克幸),-,,みにゅ,アイスさん、よろしくお願いします。,2026/1/24
MiO部屋,71,Fight!【2ch off-on】(G) -高橋由美子 -魔神英雄伝ワタル2,-,,cp,,2026/1/24
ぬこ部屋,70,NOX LUX,Re:ゼロから始める異世界生活 ED,MYTH&ROID,けんちぃ,,2026/1/24
ヒロ部屋,70,,,,ヒロ,,2026/1/24
naoo部屋,70,劇場アニメ_HELLO WORLD 主題歌_イエスタデイ_Official髭男dism_2CH,-,,ぱにょ,,2026/1/24
MiO部屋,70,カルナバル•バベル,,,まゆ,ゆかりに知らないバージョンしかなかった💦,2026/1/24
ぬこ部屋,69,「#かなエルMagic！ feat. 井上正大（アニメ映像）」The Folie Phantom【オフボーカル・コーラス入り】,-,,なおみ,,2026/1/24
ヒロ部屋,69,薫る花は凛と咲く OP_まなざしは光_キタニタツヤ_2CH,-,,ぱにょ,,2026/1/24
naoo部屋,69,【忘却バッテリー】[op]ライラック／Mrs. GREEN APPLE(on-off) ※複合MAD ytbママ_bb235 (On-Off),-,,あやめ。,よろしくっ(*｀･ω・)ゞ,2026/1/24
MiO部屋,69,DO-して【2ch off-on】(G) -桜っ子クラブさくら組 -クレヨンしんちゃん,-,,cp,,2026/1/24
ぬこ部屋,68,innocent arrogance(パート分け有),天国大魔境 OP,BiSH,ぬこ,,2026/1/24
ヒロ部屋,68,TWISTED HEARTS,憂国のモリアーティ OP2,畠中祐,サイバードラゴン,,2026/1/24
crom部屋,68,Bのリベンジ【アニメ映像ver1.0・1話映像・パート分け有り】,【推しの子】 IN,B小町,crom,いけるひといればよろしくおねがいします。　onで,2026/1/24
naoo部屋,68,【葬送のフリーレン】 [ED] The Story of Us／milet bb253 (On-Off),-,,ブルーベリー,今日初歌いー,2026/1/24
MiO部屋,68,CARNAVAL・BABEL・REVIVAL,BLUE SEED IN,林原めぐみ・たかはしごう,まゆ,MIOさんよろしくお願いします♪,2026/1/24
ぬこ部屋,67,in case…【《アニメ編集版》】,ゴジラS.P<シンギュラポイント> OP,BiSH,ラキア,,2026/1/24
ヒロ部屋,67,アザレアの風,うるわしの宵の月 Ed,UNISON SQUARE GARDEN,ゆに,,2026/1/24
crom部屋,67,【ワンダンス】[ED]Wondrous／ELSEE ※パート分け有・公式MV・ED・OP・本編ちょいMAD bb223 (On-Off),,,ブルーベリー,おつかれさまでした,2026/1/24
naoo部屋,67,Cipher Cipher,魔都精兵のスレイブ2 ED,花澤香菜,naoo,さっき言ってた色々なバージョンがあるアニメの曲。偶然、繋ぎにもなったw,2026/1/24
MiO部屋,67,RPG  キー変更： -2,クレヨンしんちゃん バカうまっ!B級グルメサバイバル!!,SEKAI NO OWARI,にしゆう,,2026/1/24
ぬこ部屋,66,Tapestry,Aランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。 ED,田中有紀,アイス,,2026/1/24
ヒロ部屋,66,mo∞ent,地縛少年花子くん2 ED,鬼頭明里,ヒロ,,2026/1/24
crom部屋,66,【MFゴースト】TIMELESS POWER ※TVサイズ版 2期OP (off-UVRコーラス入-on) ／芹澤優 feat.MOTSU,-,,みにゅ,,2026/1/24
naoo部屋,66,やれんの?エンドレス,忍者と殺し屋のふたりぐらし OP,花澤香菜,ラキア,よろしくお願いします。,2026/1/24
MiO部屋,66,MASK,爆れつハンター ED,"奥井雅美,松村香澄",cp,,2026/1/24
ぬこ部屋,65,BABY,花ざかりの君たちへ ED,YOASOBI,けんちぃ,,2026/1/24
naoo部屋,65,【幼馴染とはラブコメにならない】[op]あいらびゅ♡／HoneyWorks meets 久住琳 芹澤優 平塚紗依 山本悠有希 ※パート分け有耳コピ bb242 (On-Off),-,,ゆーき,歌える方お願いします,2026/1/24
ヒロ部屋,65,かごめかごめ,地縛少年花子くん2 OP2,オーイシマサヨシ,村民,,2026/1/24
crom部屋,65,瞳ノ翼  キー変更： -2,コードギアス 反逆のルルーシュ,access,うたまる,,2026/1/24
MiO部屋,65,爆れつハンター_WHAT'S UP GUYS？【2ch】-古本新之輔、林原めぐみ -,-,,まゆ,MIOさんよろしくお願いします♪,2026/1/24
ぬこ部屋,64,ENDER,暗殺教室 OP,GENIC,なおみ,,2026/1/24
naoo部屋,64,Umitsuki,彼女、お借りします(第4期) OP,ClariS,みなぴー,オンボーカルです。 3パート分け出来れば。,2026/1/24
ヒロ部屋,64,君の知らないこと  キー変更： -3,中禅寺先生物怪講義録 先生が謎を解いてしまうから。 ED,"Sizuk,AYAME",ぱにょ,,2026/1/24
crom部屋,64,贖罪,黒執事 寄宿学校編 ED,シド,あやめ。,17時部屋替え,2026/1/24
MiO部屋,64,微笑みの爆弾【後期ver】,幽☆遊☆白書 OP,馬渡松子,MiO,,2026/1/24
ぬこ部屋,63,We Can Do!!,魔王の娘は優しすぎる!! OP,石原夏織,ぬこ,,2026/1/24
naoo部屋,63,はじまりのセツナ(パート分け),Animelo Summer Live 2023 -AXEL-,蠟梅学園中等部1年3組,naoo,このターンの流れ的に,2026/1/24
ヒロ部屋,63,No.7(3パート分け),地縛少年花子くん OP,地縛少年バンド,サイバードラゴン,パート分け？　入れる方いたらお願いします,2026/1/24
crom部屋,63,doll,GUNSLINGER GIRL-IL TEATRINO- ED,Lia,crom,,2026/1/24
MiO部屋,63,なんか幸せ,,,にしゆう,,2026/1/24
ぬこ部屋,62,エクストリーム リ・ボーン,プリンセッション・オーケストラ In,プリンセス・ミーティア(CV.橘杏咲),ラキア,,2026/1/24
naoo部屋,62,大きな金魚の樹の下で  キー変更： -1,鬼灯の冷徹,地獄オールスターズ,サティ,これはプロの仕業,2026/1/24
ヒロ部屋,62,魔法の音,悪役令嬢は隣国の王太子に溺愛される ED,"高垣彩陽,城田優",ゆに,,2026/1/24
crom部屋,62,【綺麗にしてもらえますか。】 [ED] 若葉のころ／清浦夏実 bb252 (On-Off),,,ブルーベリー,練習,2026/1/24
MiO部屋,62,もう一度TENDERNESS,機動戦士Vガンダム ED 2,KIX‣S,cp,,2026/1/24
ぬこ部屋,61,愛のファンファーレ【パート分け】,悪役令嬢は隣国の王太子に溺愛される OP,"高垣彩陽,城田優",アイス,,2026/1/24
naoo部屋,61,Redo,Re:ゼロから始める異世界生活 OP 1,鈴木このみ,加古,,2026/1/24
ヒロ部屋,61,Gliding Claw,転生したらドラゴンの卵だった～最強以外目指さねぇ～ OP,Sizuk,ヒロ,,2026/1/24
crom部屋,61,【SI-VIS The Sound of Heroes】[ED]FRIENDS ＆ SMILE(on-off)_パート分け_2パート_12話まで ／SI-VIS,-,,みにゅ,,2026/1/24
MiO部屋,61,去り際のロマンティクス,機動戦士ガンダムSEED FREEDOM ED,See-Saw,まゆ,ガンダムレパならいっぱいあるよ〜w,2026/1/24
ぬこ部屋,60,【転生したらドラゴンの卵だった OP】 Gliding Claw(cut&コーラス入-off-on) ／ Sizuk feat.AYAME_けんちぃ_1149,,,けんちぃ,,2026/1/24
naoo部屋,60,【29歳独身中堅冒険者の日常】[君が灯してくれた光を今onvo(feat.Hanon)][OP][MARUMOCHI_from_HoneyWorks][悠季],,,ゆーき,,2026/1/24
ヒロ部屋,60,L'oN,地縛少年花子くん2 OP,オーイシマサヨシ,村民,,2026/1/24
crom部屋,60,THE LIGHT BEFORE WE LAND  キー変更：+6,"GUNSLINGER GIRL -The girl has a mechanical body. However, she is still an adolescent child.- OP 1",the delgados,うたまる,,2026/1/24
MiO部屋,60,DAYBREAK'S BELL,機動戦士ガンダム00 OP,L'Arc～en～Ciel,MiO,,2026/1/24
ぬこ部屋,59,まぼろしの行方,カヤちゃんはコワくない OP,ヰ世界情緒,なおみ,,2026/1/24
naoo部屋,59,JUNGLE FIRE feat. MOTSU(2パート分け)【ver2.0】,MFゴースト OP,芹澤優,みなぴー,みなぴーは芹澤を歌うので わかる方でmotsuをお願いします。,2026/1/24
ヒロ部屋,59,運命,ダンジョン飯 OP2,sumika,ぱにょ,,2026/1/24
crom部屋,59,【アクエリオンEVOL】 月光シンフォニア AKINO & AIKI onoffAKINOAIKI ※ED パート分け,-,,あやめ。,,2026/1/24
MiO部屋,59,STAND UP TO THE VICTORY  キー変更： -2,機動戦士Vガンダム OP 1,川添智久,にしゆう,,2026/1/24
ぬこ部屋,58,シルベ,ホロライブ IM,常闇トワ,ぬこ,,2026/1/24
naoo部屋,58,星座になれたら【LIVE STAGE「ぼっち・ざ・ろっく!」2024 PARTⅡ 秀華祭 千秋楽公演 in THEATER MILANO-Za】,ぼっち・ざ・ろっく! IN 08話,"結束バンド,長谷川育美",naoo,,2026/1/24
ヒロ部屋,58,Sleep Walking Orchestra,ダンジョン飯 OP,BUMP OF CHICKEN,サイバードラゴン,,2026/1/24
crom部屋,58,プロトスター,SI-VIS The Sound of Heroes,SI-VISセイレーン・凪,crom,いないと思うけどいける人いれば・・　onでー,2026/1/24
MiO部屋,58,謎,名探偵コナン OP3,小松未歩,cp,,2026/1/24
ぬこ部屋,57,反撃 Fight Back!,スーパーロボット大戦Y OP,JAM Project,ラキア,,2026/1/24
naoo部屋,57,青春のアーカイブ・AI版(パート分け有)  キー変更： -1,ブルーアーカイブ The Animation OP,アビドス高等学校対策委員会,サティ,ブルアカ入れさせて下さい,2026/1/24
ヒロ部屋,57,Make it,お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～ ED,大渕野々花,ゆに,,2026/1/24
crom部屋,57,【違国日記】 [ED] 言伝／Bialystocks bb250 (On-Off),,,ブルーベリー,,2026/1/24
MiO部屋,57,I can't stop my love for you,名探偵コナン OP11,愛内里菜,まゆ,コナン繋がりw,2026/1/24
ぬこ部屋,56,春待歌【最終話】,精霊幻想記2 ED,諏訪ななか,アイス,,2026/1/24
naoo部屋,56,イージー?ハード?しかして進めっ!(パート分け-最終話反映),弱キャラ友崎くん 2nd STAGE OP,DIALOGUE+,加古,,2026/1/24
ヒロ部屋,56,ToCoda,最終楽章 響け!ユーフォニアム TM,TRUE,ヒロ,,2026/1/24
crom部屋,56,AXIA～ダイスキでダイキライ～【ワルキューレLIVE2017映像・パート分け有】,マクロスΔ(デルタ) ED,ワルキューレ,みにゅ,,2026/1/24
MiO部屋,56,【名探偵コナン】キミがいれば～名探偵コナン メインテーマ～／不明（ON）※劇場版OPタイトル,-,,MiO,,2026/1/24
ぬこ部屋,55,カメリア,エリスの聖杯 ED,田村ゆかり,けんちぃ,,2026/1/24
naoo部屋,55,【29歳独身中堅冒険者の日常】[君の隣は空気が美味しい(feat.Kotoha)][OP][MARUMOCHI from HoneyWorks][悠季]onvo,,,ゆーき,タイトルEDです間違えました 次回までに訂正しておきます、、 失礼しました！,2026/1/24
ヒロ部屋,55,戦場の華,最後にひとつだけお願いしてもよろしいでしょうか OP,CHiCO with HoneyWorks,村民,,2026/1/24
crom部屋,55,[主題歌 ]さよならの夏  キー変更：+4,コクリコ坂から,手嶌葵,うたまる,,2026/1/24
MiO部屋,55,恋はスリルショックサスペンス  キー変更： -4,名探偵コナン OP,愛内里菜,にしゆう,,2026/1/24
ぬこ部屋,54,Q.E.D.,アルネの事件簿 OP,Sou,なおみ,,2026/1/24
naoo部屋,54,あやふやアスタリスク(パート分け有),弱キャラ友崎くん ED,DIALOGUE+,みなぴー,,2026/1/24
ヒロ部屋,54,なまらめんこいギャル(Ver2),道産子ギャルはなまらめんこい,オーイシマサヨシ,ぱにょ,,2026/1/24
crom部屋,54,いけないボーダーライン,マクロスΔ(デルタ) IN 第2話、第8話、第13話,ワルキューレ,あやめ。,,2026/1/24
MiO部屋,54,ヒトリノ夜,GTO Great Teacher Onizuka OP 2,ポルノグラフィティ,cp,,2026/1/24
naoo部屋,53,ユートピア学概論(パート分け),Lv2からチートだった元勇者候補のまったり異世界ライフ ED,DIALOGUE+,naoo,,2026/1/24
ヒロ部屋,53,Touch Off,約束のネバーランド OP,UVERworld,サイバードラゴン,,2026/1/24
crom部屋,53,サヨナラナミダ,戦翼のシグルドリーヴァ ED,スピラ・スピカ,crom,,2026/1/24
MiO部屋,53,"【生音】storia【パート分け3,LIVE】",-,歴史秘話ヒストリア,まゆ,MIOさんよろしくお願いします♪,2026/1/24
ぬこ部屋,52,空色デイズ,天元突破グレンラガン OP,中川翔子,ぬこ,,2026/1/24
naoo部屋,52,にゃんぼりーdeモッフィー!!(パート分け)  キー変更： -1,カワイスギクライシス ED,DIALOGUE+,サティ,モッフィモッフィ,2026/1/24
ヒロ部屋,52,潜在的なアイ,Fate/strange Fake ED,13.3g,ゆに,,2026/1/24
crom部屋,52,【Fate／strange Fake】 [op] PROVANT／SawanoHiroyuki[nZk] Jean-Ken Johnny&TAKUMA ※パート分け有ver bb247 (On-Off),,,ブルーベリー,よろしくお願いします,2026/1/24
MiO部屋,52,地獄先生ぬ～べ～メドレー(バリバリ最強No.1/ミエナイチカラ ～INVISIBLE ONE～/SPIRIT)【TVサイズ】,地獄先生ぬ～べ～,FEEL SO BAD/B'z/PAMELAH,MiO,,2026/1/24
ぬこ部屋,51,COLORS,コードギアス 反逆のルルーシュ OP,FLOW,ぬこ,,2026/1/24
naoo部屋,51,僕らが愚かだなんて誰が⾔った(パート分け-LIVE映像),骸骨騎士様、只今異世界へお出掛け中 ED,DIALOGUE+,加古,,2026/1/24
ヒロ部屋,51,泡沫,青のミブロ—芹沢暗殺編— ED,崎山蒼志,ヒロ,,2026/1/24
crom部屋,51,【葬送のフリーレン】The Story of Us ※2期ED (off-UVRコーラス入-on) ／milet,-,,みにゅ,,2026/1/24
MiO部屋,51,Driver's High,GTO Great Teacher Onizuka OP,L'Arc～en～Ciel,にしゆう,,2026/1/24
ぬこ部屋,50,【違国日記】 [OP] ソナーレ／TOMOO bb249 (On-Off),-,,ブルーベリー,,2026/1/24
naoo部屋,50,デネブとスピカ(パート分け),継母の連れ子が元カノだった OP,DIALOGUE+,ゆーき,歌える方居たらお願いします！,2026/1/24
ヒロ部屋,50,NEVER-END TALE,FAIRY TAIL,小林竜之&鈴木このみ,村民,,2026/1/24
crom部屋,50,魂のルフラン  キー変更：+6,新世紀エヴァンゲリオン シト新生 ED,高橋洋子,うたまる,,2026/1/24
MiO部屋,50,そばかす,るろうに剣心-明治剣客浪漫譚- IM,JUDY AND MARY,cp,,2026/1/24
ぬこ部屋,49,DAYS,交響詩篇エウレカセブン OP,FLOW,ぱにょ,,2026/1/24
naoo部屋,49,人生イージー?(パート分け),弱キャラ友崎くん OP,DIALOGUE+,みなぴー,,2026/1/24
ヒロ部屋,49,ロメオ,告白実行委員会～恋愛シリーズ～,LIP×LIP,ぱにょ,,2026/1/24
crom部屋,49,LEVEL【やなぎなぎ THE SIXTH LIE パート分けあり】,天才王子の赤字国家再生術 OP,やなぎなぎ,あやめ。,よろしくっ(*｀･ω・)ゞ,2026/1/24
MiO部屋,49,１ ／ ２(off) ／ るろうに剣心OP2(1997年) ／ 川本真琴,-,,まゆ,るろうに剣心繋がりww,2026/1/24
ぬこ部屋,48,桜のあと(all quartets lead to the?)【bb151】,夜桜四重奏_ハナノウタ_ op,UNISON SQUARE GARDEN(on-off),加古,,2026/1/24
naoo部屋,48,"化けの皮 feat. こぼ・かなえる, 重音テト, Giga & TeddyLoid【パート分けVer2】",グノーシア OP,MAISONdes,naoo,,2026/1/24
ヒロ部屋,48,Umitsuki,彼女、お借りします(第4期) OP,ClariS,サイバードラゴン,久々に入れます,2026/1/24
crom部屋,48,ガンダムシリーズ MAD_ETERNAL WIND-ほほえみは光る風の中-_森口博子_3CH,か,,crom,,2026/1/24
MiO部屋,48,永遠の未来,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,アニメタル,MiO,,2026/1/24
ぬこ部屋,47,RIVER,機動戦士ガンダムSEED ED 2,石井竜也,うたまる,,2026/1/24
naoo部屋,47,おもいでしりとり MV版  キー変更： -1,ひげを剃る。そして女子高生を拾う。,DIALOGUE+,サティ,コラボ楽しーい,2026/1/24
ヒロ部屋,47,二つの道,最強の王様、二度目の人生は何をする? Season 2 ED,7月22日,ゆに,,2026/1/24
crom部屋,47,キョリ感【パート分け】,阿波連さんははかれない ED,ハコニワリリィ,ゆーき,歌える方居たらお願いします onにしておきます Kotoha 貰います！,2026/1/24
MiO部屋,47,1/3の純情な感情  キー変更： -2,るろうに剣心-明治剣客浪漫譚- ED 6,SIAM SHADE,にしゆう,,2026/1/24
ぬこ部屋,46,夜明け生まれ来る少女,灼眼のシャナ ED 1,高橋洋子,ぬこ,,2026/1/24
naoo部屋,46,はじめてのかくめい!～ぼくたちのなかよしらいぶver(パート分け),超人高校生たちは異世界でも余裕で生き抜くようです!,DIALOGUE+,加古,,2026/1/24
ヒロ部屋,46,,,,ヒロ,,2026/1/24
crom部屋,46,Left & Right【久保田利伸 YURI 二人パート分けあり】,Let's Play クエストだらけのマイライフ,久保田利伸,村民,コーラスのほうをめっちゃ頑張ってきたはずなんだがいかに,2026/1/24
